,Año,Cve..Municipio,Municipio,Bien.jurídico.afectado,Tipo.de.delito,Subtipo.de.delito,Modalidad,Mes,Carpetas
36989,2017,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,3.0
36990,2017,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,10.0
37088,2018,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
37183,2018,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
37478,2018,14005,Amatitán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
37576,2018,14006,Ameca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
37578,2018,14006,Ameca,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
37771,2018,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
37772,2018,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,11.0
37774,2018,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
37869,2018,14009,El Arenal,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
37870,2018,14009,El Arenal,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
38262,2018,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
38264,2018,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,4.0
38458,2018,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
38460,2018,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
38555,2018,14016,Ayotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
38752,2018,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
38754,2018,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
39144,2018,14022,Cihuatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
39146,2018,14022,Cihuatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
39241,2018,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
39242,2018,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,8.0
39244,2018,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,5.0
39339,2018,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
39340,2018,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
39342,2018,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
39438,2018,14025,Colotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
39927,2018,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
39928,2018,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,8.0
39930,2018,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
40221,2018,14033,Degollado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
40418,2018,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,5.0
40420,2018,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
40515,2018,14036,Etzatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
40616,2018,14037,El Grullo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
40809,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,253.0
40810,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,481.0
40811,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,10.0
40812,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,69.0
41202,2018,14043,La Huerta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
41299,2018,14044,Ixtlahuacán de los Membrillos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
41300,2018,14044,Ixtlahuacán de los Membrillos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
41302,2018,14044,Ixtlahuacán de los Membrillos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
41398,2018,14045,Ixtlahuacán del Río,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
41496,2018,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
41498,2018,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
41594,2018,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
41596,2018,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
41691,2018,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
41692,2018,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,4.0
41888,2018,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,5.0
41890,2018,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
41986,2018,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
42181,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,5.0
42182,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,16.0
42183,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
42184,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,8.0
42282,2018,14054,El Limón,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
42378,2018,14055,Magdalena,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
42770,2018,14059,Mazamitla,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
43162,2018,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,4.0
43164,2018,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,9.0
43259,2018,14064,Ojuelos de Jalisco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
43260,2018,14064,Ojuelos de Jalisco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
43456,2018,14066,Poncitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
43553,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
43554,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,33.0
43555,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,2.0
43556,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,19.0
43847,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,11.0
43848,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,25.0
43849,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,6.0
43850,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,12.0
44141,2018,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,4.0
44142,2018,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,5.0
44144,2018,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
44534,2018,14077,San Martín Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
44536,2018,14077,San Martín Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
45026,2018,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
45121,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
45122,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,7.0
45124,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,6.0
45318,2018,14085,Tamazula de Gordiano,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
45418,2018,14086,Tapalpa,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
45612,2018,14088,Tecolotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
45710,2018,14089,Techaluta de Montenegro,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
45906,2018,14091,Teocaltiche,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
45908,2018,14091,Teocaltiche,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
46101,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,3.0
46102,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,9.0
46103,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
46104,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,9.0
46199,2018,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
46200,2018,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,4.0
46493,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,38.0
46494,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,130.0
46495,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,7.0
46496,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,32.0
46591,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,64.0
46592,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,126.0
46593,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,6.0
46594,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,26.0
46885,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,40.0
46886,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,86.0
46887,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,5.0
46888,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,11.0
47277,2018,14105,Tototlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
47280,2018,14105,Tototlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
47572,2018,14108,Tuxpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
47770,2018,14110,Unión de Tula,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
47866,2018,14111,Valle de Guadalupe,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
47964,2018,14112,Valle de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
48064,2018,14113,San Gabriel,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
48160,2018,14114,Villa Corona,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
48554,2018,14118,Yahualica de González Gallo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
48650,2018,14119,Zacoalco de Torres,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
48747,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,83.0
48748,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,245.0
48749,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,4.0
48750,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,38.0
48848,2018,14121,Zapotiltic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
49042,2018,14123,Zapotlán del Rey,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
49140,2018,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
49142,2018,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,5.0
49335,2018,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,6.0
49336,2018,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,11.0
49337,2018,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
49338,2018,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
49433,2019,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
49436,2019,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
49532,2019,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
49533,2019,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
49534,2019,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
49629,2019,14003,Ahualulco de Mercado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
49632,2019,14003,Ahualulco de Mercado,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
50024,2019,14007,San Juanito de Escobedo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
50120,2019,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,9.0
50122,2019,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,5.0
50217,2019,14009,El Arenal,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,4.0
50218,2019,14009,El Arenal,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,4.0
50612,2019,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,6.0
50806,2019,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
50808,2019,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
51099,2019,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
51100,2019,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
51102,2019,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,5.0
51296,2019,14020,Cabo Corrientes,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
51494,2019,14022,Cihuatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
51590,2019,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,7.0
51592,2019,14023,Zapotlán el Grande,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,6.0
51687,2019,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
51688,2019,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
51982,2019,14027,Cuautitlán de García Barragán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
52276,2019,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,7.0
52278,2019,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
52765,2019,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,3.0
52766,2019,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
52767,2019,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
52768,2019,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
52864,2019,14036,Etzatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
52866,2019,14036,Etzatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
52962,2019,14037,El Grullo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
52964,2019,14037,El Grullo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
53157,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,278.0
53158,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,409.0
53159,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,26.0
53160,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,50.0
53258,2019,14040,Hostotipaquillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
53648,2019,14044,Ixtlahuacán de los Membrillos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,5.0
53746,2019,14045,Ixtlahuacán del Río,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
53843,2019,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
53844,2019,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
53944,2019,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,3.0
54039,2019,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
54040,2019,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
54236,2019,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
54237,2019,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,1.0
54334,2019,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
54336,2019,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
54432,2019,14052,Juchitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
54529,2019,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,3.0
54530,2019,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,19.0
54532,2019,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,19.0
55510,2019,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
55512,2019,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,5.0
55608,2019,14064,Ojuelos de Jalisco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
55610,2019,14064,Ojuelos de Jalisco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
55804,2019,14066,Poncitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
55806,2019,14066,Poncitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
55902,2019,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,27.0
55904,2019,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,41.0
56195,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,5.0
56196,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,31.0
56197,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Enero,6.0
56198,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,15.0
56391,2019,14072,San Diego de Alejandría,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,1.0
56489,2019,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Enero,2.0
56490,2019,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
56492,2019,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,1.0
56588,2019,14074,San Julián,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,3.0
56882,2019,14077,San Martín Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,1.0
56980,2019,14078,San Miguel el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,4.0
56982,2019,14078,San Miguel el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,2.0
57372,2019,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,5.0
57470,2019,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Enero,2.0
57472,2019,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Enero,5.0
